artist|title|museum|artwork_genre|creation_date
Francisco de Goya|Ensayos. (Trials.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Volaverunt. (They Have Flown.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Quien lo creyera! (Who Would Have Believed It!)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Miren que grabes! (Look How Solemn They Are!))|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Buen Viage. (Have a Good Trip.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Donde vá Mamà? (Where Is Mother Going?)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Allá vá eso. (There It Goes.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Aguarda que te unten. (Wait till You've Been Anointed.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Linda maestra! (Pretty Teacher!)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Sopla. (It Is Blowing.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Devota profesion. (A Devout Profession.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Si amanece; nos vamos. (When Day Breaks We Will Be Off.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|No te escaparàs. (You Will Not Escape.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Mejor es holgar. (It Is Better to Be Lazy.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|No grites, tonta. (Do Not Scream, Stupid.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|¿No hay quien nos desate? (Is There No One Who Can Separate Us?)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|¿Està umd. ...pues, como digo... Eh! Cuidado! Si no... (Is This Your Honor?... Well, As I Have Been Saying...eh. Be Careful.  If You Are Not... )|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Unos à otros. (One to Another.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Despacha, que dispièrtan. (Hurry Up, They May Be Awakening.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Nadie nos ha visto. (No One Has Seen Us.)|Carnegie Museum of Art|prints|c.1796-1799
Francisco de Goya|Ya es hora. (It Is Time to Go.)|Carnegie Museum of Art|prints|c.1796-1799
Kazimir Malevich|Suprematistische Zeichnung [Suprematist Drawing]|Carnegie Museum of Art|drawings and watercolors|c. 1927
Joseph-Mallord William Turner|Portsmouth|Carnegie Museum of Art|prints|1856
Neil Turner|Wind Swept Spirit|Carnegie Museum of Art|sculpture|2005
Salvador Dalí|Le Révolver à cheveux blancs, frontispiece (The White-Haired Revolver, frontispiece)|Carnegie Museum of Art|prints|1932
Peggy Bacon|The Sights of the Town|Carnegie Museum of Art|prints|1946
Pablo Picasso|Minotaure aveugle guidé par une filette dans la nuit (Blind Minotaur Guided by a Young Girl in the Night)|Carnegie Museum of Art|prints|1934
Salvador Dalí|Theseus and the Minotaur, set of three stage curtains|Carnegie Museum of Art|paintings|1941-1942
Caspar David Friedrich|Woman with Raven at the Edge of the Abyss|Carnegie Museum of Art|prints|c. 1803
Berthe Marie Pauline Morisot|Young Girl with a Cat (Julie Manet) [Fillette au Chat (Julie Manet)]|Carnegie Museum of Art|prints|c. 1889
Jean-Auguste-Dominique Ingres|The Betrothal of Raphael (Les fiançailles de Raphaël)|Carnegie Museum of Art|drawings and watercolors|c. 1813-1814
Jean-Baptiste Camille Corot|Five Sketches|Carnegie Museum of Art|prints|1856
Paul Klee|Seiltanzer|Carnegie Museum of Art|prints|1923
William Hogarth|Crowns, Mitres, Maces [subscription ticket for the Election Series]|Carnegie Museum of Art|prints|1754
Francisco de Goya|Caida de un picador de su caballo debajo del toro|Carnegie Museum of Art|prints|1816
Francisco de Goya|Palenque de los moros hecho con burros para defenderse del toro embolado.|Carnegie Museum of Art|prints|1816
Francisco de Goya|Modo con que los antiguos españoles cazaban los toros á caballo en el campo.|Carnegie Museum of Art|prints|1816
Francisco de Goya|El diestrísimo estudiante de Falces, embozado burla al toro con sus quiebros.|Carnegie Museum of Art|prints|1816
Francisco de Goya|Disasters of War|Carnegie Museum of Art|prints|1810-1820, printed 1923
Ernst Moritz Geyger|The Archer (Bogenschütze)|Carnegie Museum of Art|sculpture|after 1895
Winslow Homer|Figures on the Coast|Carnegie Museum of Art|drawings and watercolors|1883
Winslow Homer|Fisher Girls|Carnegie Museum of Art|drawings and watercolors|1882
Frederick Stuart Church|Beneath the Sea|Carnegie Museum of Art|drawings and watercolors|c. 1900
Frederick Stuart Church|The Hard Heart|Carnegie Museum of Art|drawings and watercolors|1882
James Abbot Mcneill Whistler|Mrs. Leyland Seated|Carnegie Museum of Art|drawings and watercolors|c. 1871
James Abbot Mcneill Whistler|A Lady Standing|Carnegie Museum of Art|drawings and watercolors|1881
Winslow Homer|The Baggage Guard|Carnegie Museum of Art|drawings and watercolors|1865 / 1887
Winslow Homer|Escort of a General|Carnegie Museum of Art|drawings and watercolors|1887
Winslow Homer|Pumpkins Among the Corn|Carnegie Museum of Art|drawings and watercolors|1878
Winslow Homer|Relief of Outer Picket|Carnegie Museum of Art|drawings and watercolors|1887
Frederick Stuart Church|Sketch at Westport Point, Massachusetts|Carnegie Museum of Art|drawings and watercolors|1889
James Abbot Mcneill Whistler|The Little Pool|Carnegie Museum of Art|prints|1861
James Abbot Mcneill Whistler|Eagle Wharf|Carnegie Museum of Art|prints|1859
James Abbot Mcneill Whistler|Limehouse|Carnegie Museum of Art|prints|1859
James Abbot Mcneill Whistler|Thames Warehouses|Carnegie Museum of Art|prints|1859
James Abbot Mcneill Whistler|Millbank|Carnegie Museum of Art|prints|1861
James Abbot Mcneill Whistler|Battersea Dawn (Cadogan Pier)|Carnegie Museum of Art|prints|1861
James Abbot Mcneill Whistler|Chelsea Bridge and Church|Carnegie Museum of Art|prints|1871
James Abbot Mcneill Whistler|Black Lion Wharf|Carnegie Museum of Art|prints|1859
James Abbot Mcneill Whistler|Thames Police|Carnegie Museum of Art|prints|1859
James Abbot Mcneill Whistler|The Forge|Carnegie Museum of Art|prints|1861
James Abbot Mcneill Whistler|Old Westminster Bridge|Carnegie Museum of Art|prints|1859
James Abbot Mcneill Whistler|Old Hungerford Bridge|Carnegie Museum of Art|prints|1861
James Abbot Mcneill Whistler|J. Becquet, Sculptor|Carnegie Museum of Art|prints|1859
Albrecht Dürer|The Life of the Virgin: The Nativity|Carnegie Museum of Art|prints|c. 1502-1504
Albrecht Dürer|The Life of the Virgin: The Circumcision|Carnegie Museum of Art|prints|c. 1504-1505
Albrecht Dürer|The Life of the Virgin: The Adoration of the Magi|Carnegie Museum of Art|prints|c. 1501-1503
Albrecht Dürer|The Life of the Virgin: The Presentation of Christ in the Temple|Carnegie Museum of Art|prints|c. 1504-1505
Albrecht Dürer|The Life of the Virgin: The Flight into Egypt|Carnegie Museum of Art|prints|c. 1504
Albrecht Dürer|The Life of the Virgin: The Sojourn of the Holy Family in Egypt|Carnegie Museum of Art|prints|c. 1501-1502
Albrecht Dürer|The Life of the Virgin: Christ Among the Doctors|Carnegie Museum of Art|prints|late 15th-early 16th century
Albrecht Dürer|The Life of the Virgin: Christ Taking Leave of his Mother|Carnegie Museum of Art|prints|c. 1504-1505
Albrecht Dürer|The Life of the Virgin: The Death of the Virgin|Carnegie Museum of Art|prints|1510
Albrecht Dürer|The Life of the Virgin: The Assumption and Coronation of the Virgin|Carnegie Museum of Art|prints|1510
Albrecht Dürer|The Life of the Virgin: Title Page: The Madonna on the Crescent|Carnegie Museum of Art|prints|1510-1511
Albrecht Dürer|The Life of the Virgin: The Glorification of the Virgin|Carnegie Museum of Art|prints|c. 1500-1502
Albrecht Dürer|The Life of the Virgin: Joachim's Offering Rejected|Carnegie Museum of Art|prints|c. 1504-1505
Albrecht Dürer|The Life of the Virgin: Joachim and the Angel|Carnegie Museum of Art|prints|c. 1504
Albrecht Dürer|The Life of the Virgin: Joachim and Anna at the Golden Gate|Carnegie Museum of Art|prints|1504
Albrecht Dürer|The Life of the Virgin: The Birth of the Virgin|Carnegie Museum of Art|prints|c. 1502-1504
Albrecht Dürer|The Life of the Virgin: The Presentation of the Virgin in the Temple|Carnegie Museum of Art|prints|c. 1502-1503
Albrecht Dürer|The Life of the Virgin: The Betrothal of the Virgin|Carnegie Museum of Art|prints|c. 1504-1505
Albrecht Dürer|The Life of the Virgin: The Annunciation|Carnegie Museum of Art|prints|c. 1502-1504
Albrecht Dürer|The Life of the Virgin: The Visitation|Carnegie Museum of Art|prints|c. 1504
James Abbot Mcneill Whistler|Nursemaids: Les Bonnes Du Luxembourg|Carnegie Museum of Art|prints|1894
James Abbot Mcneill Whistler|The Gaiety Stage Door|Carnegie Museum of Art|prints|1879
James Abbot Mcneill Whistler|Sketch: Grand Rue, Dieppe|Carnegie Museum of Art|prints|1891
James Abbot Mcneill Whistler|Chelsea Shops|Carnegie Museum of Art|prints|1888
James Abbot Mcneill Whistler|Maunder's Fish Shop, Chelsea|Carnegie Museum of Art|prints|1890
James Abbot Mcneill Whistler|Chelsea Rags|Carnegie Museum of Art|prints|1888
James Abbot Mcneill Whistler|The Doctor|Carnegie Museum of Art|prints|1894
James Abbot Mcneill Whistler|Victoria Club|Carnegie Museum of Art|prints|1879 and 1887
Andrea Mantegna|Four Dancing Muses|Carnegie Museum of Art|prints|c. 1497
James Abbot Mcneill Whistler|The Smith's Yard|Carnegie Museum of Art|prints|1895
James Abbot Mcneill Whistler|The Duet, No. 2|Carnegie Museum of Art|prints|1894
Jean.François Millet|The Woman Feeding Her Child (La Bouillie)|Carnegie Museum of Art|prints|1861
James Abbot Mcneill Whistler|The Tyresmith|Carnegie Museum of Art|prints|1890
Jean.François Millet|The Sower|Carnegie Museum of Art|prints|1851
James Abbot Mcneill Whistler|Little Evelyn|Carnegie Museum of Art|prints|1896
James Abbot Mcneill Whistler|Gabled Roofs|Carnegie Museum of Art|prints|1893
James Abbot Mcneill Whistler|Fish Shop, Venice|Carnegie Museum of Art|prints|1879-1880
Albrecht Dürer|The Great Horse|Carnegie Museum of Art|prints|1505
Albrecht Dürer|The Little Horse|Carnegie Museum of Art|prints|late 15th-early 16th century
Claude Lorrain|Departure for the Fields|Carnegie Museum of Art|prints|1638-1641
James Abbot Mcneill Whistler|Gants de Suède (Suede Gloves)|Carnegie Museum of Art|prints|1890
James Abbot Mcneill Whistler|The Piazzetta|Carnegie Museum of Art|prints|1879-1880
Winslow Homer|Watching from the Cliffs|Carnegie Museum of Art|drawings and watercolors|1892
James Abbot Mcneill Whistler|The Quiet Canal|Carnegie Museum of Art|prints|1879-1880
Winslow Homer|A Wreck Near Gloucester|Carnegie Museum of Art|drawings and watercolors|1880
Charles Turner|William Lord Stowell|Carnegie Museum of Art|prints|c.1827-1830
James Abbot Mcneill Whistler|The Toilet|Carnegie Museum of Art|prints|1878
James Abbot Mcneill Whistler|Study|Carnegie Museum of Art|prints|1878
James Abbot Mcneill Whistler|The Tall Bridge|Carnegie Museum of Art|prints|1878
James Abbot Mcneill Whistler|Nude Model, Reclining|Carnegie Museum of Art|prints|1893
James Abbot Mcneill Whistler|Vitré: The Canal|Carnegie Museum of Art|prints|1893
James Abbot Mcneill Whistler|The Marketplace, Vitré|Carnegie Museum of Art|prints|1893
James Abbot Mcneill Whistler|The Clock-Makers, Paimpol|Carnegie Museum of Art|prints|1893
James Abbot Mcneill Whistler|The Steps, Luxembourg Gardens|Carnegie Museum of Art|prints|1893
James Abbot Mcneill Whistler|Draped Figure, Seated|Carnegie Museum of Art|prints|1893
James Abbot Mcneill Whistler|The Whitesmiths, Impasse des Carmélites|Carnegie Museum of Art|prints|1894
James Abbot Mcneill Whistler|Rue Furstenburg|Carnegie Museum of Art|prints|1894
James Abbot Mcneill Whistler|La Belle Dame Paresseuse (The Beautiful Lady Resting)|Carnegie Museum of Art|prints|1894
James Abbot Mcneill Whistler|La Fruitière de la Rue de Grenelle (The Fruitseller in Grenelle Street)|Carnegie Museum of Art|prints|1894
James Abbot Mcneill Whistler|The Smith, Passage Du Dragon|Carnegie Museum of Art|prints|1894
James Abbot Mcneill Whistler|Little Steps, Lyme Regis|Carnegie Museum of Art|prints|1895-1896
James Abbot Mcneill Whistler|Charing Cross Railway Bridge|Carnegie Museum of Art|prints|1896
James Abbot Mcneill Whistler|St. Anne's, Soho|Carnegie Museum of Art|prints|1896
James Abbot Mcneill Whistler|Sketch of William E. Henley|Carnegie Museum of Art|prints|1896
James Abbot Mcneill Whistler|The Broad Bridge|Carnegie Museum of Art|prints|1878
James Abbot Mcneill Whistler|Old Battersea Bridge|Carnegie Museum of Art|prints|1879 and 1887
James Abbot Mcneill Whistler|Reading|Carnegie Museum of Art|prints|1879 and 1887
James Abbot Mcneill Whistler|The Winged Hat|Carnegie Museum of Art|prints|1890
James Abbot Mcneill Whistler|The Horoscope|Carnegie Museum of Art|prints|1889
James Abbot Mcneill Whistler|The Novel, Girl Reading|Carnegie Museum of Art|prints|1890
James Abbot Mcneill Whistler|Cocks and Hens, Hôtel Colbert|Carnegie Museum of Art|prints|1891
James Abbot Mcneill Whistler|Bead-Stringers|Carnegie Museum of Art|prints|1879-1880
Winslow Homer|Portrait of a Woman|Carnegie Museum of Art|drawings and watercolors|1880
James Abbot Mcneill Whistler|La Robe Rouge (The Red Dress)|Carnegie Museum of Art|prints|1894
James Abbot Mcneill Whistler|The Long Gallery, Louvre|Carnegie Museum of Art|prints|1894
James Abbot Mcneill Whistler|Savoy Pigeons|Carnegie Museum of Art|prints|1896
James Abbot Mcneill Whistler|Little Arthur|Carnegie Museum of Art|prints|1857-1858
James Abbot Mcneill Whistler|The Forge|Carnegie Museum of Art|prints|1861
Rembrandt Van Rijn|The Descent from the Cross: A Sketch|Carnegie Museum of Art|prints|1642
Rembrandt Van Rijn|Rembrandt's Mother in a Cloth Headdress, Looking Down, Head Only|Carnegie Museum of Art|prints|1633
Francisco de Goya|Disparate Ridiculo (Ridiculous Folly or Extravagant Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate Volante (Folly on the Wing or Flying Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Los Ensacados (People in Sacks)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate Triple (Triple Folly) or Exhortaciones (Exhortations)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate Desenfrenado (Unbridled Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate Quieto (Still Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Modo de Volar (One Way to Fly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate Allegre (Merry Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate Fúnebre (Funeral Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Bobalicón (The Giant or The Dancing Giant)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate Claro (Clear Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate de Carnabal (Carnival Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate de Miedo (Folly of Fear)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate Feminino (Feminine Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate Cruel (Cruel Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate General (Universal Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate Desordenado (Disorderly Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
Francisco de Goya|Disparate Pobre (Poor Folly)|Carnegie Museum of Art|prints|c. 1810-1823/ 1864
James Abbot Mcneill Whistler|The Palaces|Carnegie Museum of Art|prints|1879-1880
James Abbot Mcneill Whistler|Unfinished Sketch of Lady Haden|Carnegie Museum of Art|prints|1895
James Abbot Mcneill Whistler|The Little Doorway, Lyme Regis|Carnegie Museum of Art|prints|1895
James Abbot Mcneill Whistler|The Fan|Carnegie Museum of Art|prints|1879
James Abbot Mcneill Whistler|The Thames|Carnegie Museum of Art|prints|1896
Joseph-Mallord William Turner|Bridge and Goats, plate 43 from the Liber Studiorum|Carnegie Museum of Art|prints|1807-1812
Joseph-Mallord William Turner|Berry Pomeroy Castle [Raglan Castle], plate 58 from the Liber Studiorum|Carnegie Museum of Art|prints|1816
Winslow Homer|Grace Hoops|Carnegie Museum of Art|paintings|c. 1870
William-Adolphe Bouguereau|Hay-Maker [Faneuse]|Carnegie Museum of Art|paintings|1869
Pablo Picasso|Trois Nus Debout a Droite, Esquisses de Tetes, from Le Chef d'oeuvre Inconnu|Carnegie Museum of Art|prints|1927
Pablo Picasso|L'Homme a la Guitare (Man with the Guitar)|Carnegie Museum of Art|prints|1915
Paul Gauguin|Bouddha (Buddha)|Carnegie Museum of Art|prints|1898-1899
Pablo Picasso|Scene D'Interieur|Carnegie Museum of Art|prints|1926
Gustav Klimt|Standing Woman (Paula Zuckerkandl) (Study for the painting Portrait of Paula Zuckerkandl)|Carnegie Museum of Art|drawings and watercolors|c. 1911
Frederic Edwin Church|Iceberg in the Open Sea, St. John's Newfoundland|Carnegie Museum of Art|drawings and watercolors|7/1/1859
John Constable|The Washing Line|Carnegie Museum of Art|paintings|c. 1821
James Abbot Mcneill Whistler|The Tiny Pool|Carnegie Museum of Art|prints|c. 1879
James Abbot Mcneill Whistler|Annie, Seated|Carnegie Museum of Art|prints|1858
James Abbot Mcneill Whistler|The Little Hat|Carnegie Museum of Art|prints|c. 1887
James Abbot Mcneill Whistler|Whistler with the White Lock|Carnegie Museum of Art|prints|1879
Pablo Picasso|Head of a Bearded Man|Carnegie Museum of Art|drawings and watercolors|1902
James Abbot Mcneill Whistler|Fumette|Carnegie Museum of Art|prints|1858
Jean-Baptiste Camille Corot|Souvenir D'Ostie|Carnegie Museum of Art|prints|1855
Jean-Baptiste Camille Corot|Les Jardins D'Horace|Carnegie Museum of Art|prints|1856
Jean-Baptiste Camille Corot|Jeune mère à l'entrée d'un bois|Carnegie Museum of Art|prints|1856
Jean-Baptiste Camille Corot|Les Arbres dans la montagne|Carnegie Museum of Art|prints|1856
Jean-Baptiste Camille Corot|Un Déjeuner dans la clairière|Carnegie Museum of Art|prints|1857
Jean-Baptiste Camille Corot|La Ronde Gauloise|Carnegie Museum of Art|prints|1857
Jean-Baptiste Camille Corot|Souvenir de Bas-Bréau|Carnegie Museum of Art|prints|1858
Jean-Baptiste Camille Corot|La Petite Soeur|Carnegie Museum of Art|prints|1854
Jean-Baptiste Camille Corot|Le petit Cavalier Sous Bois|Carnegie Museum of Art|prints|1854
Eugène Delacroix|Tigre en Arrêt|Carnegie Museum of Art|prints|1854
Jean.François Millet|La Précaution Maternelle|Carnegie Museum of Art|prints|c. 1862
Jean.François Millet|Femme vidant un seau|Carnegie Museum of Art|prints|c. 1850-1860s
Jean-Baptiste Camille Corot|Le Songeur|Carnegie Museum of Art|prints|1854
Jean-Baptiste Camille Corot|Le Jeune Fille et la Mort (Death and the Maiden)|Carnegie Museum of Art|prints|1854
Jean-Baptiste Camille Corot|Le Grand Cavalier Sous Bois|Carnegie Museum of Art|prints|1854
Jean-Baptiste Camille Corot|Le pétit Berger (First Plate)|Carnegie Museum of Art|prints|1855
Jean-Baptiste Camille Corot|Le Petit berger (The Little Shepherd), Second Plate|Carnegie Museum of Art|prints|c. 1855
Leonardo Da Vinci|Head of a Man|Carnegie Museum of Art|drawings and watercolors|15th-16th century
Rembrandt Van Rijn|Cimon Nourished by His Daughter|Carnegie Museum of Art|drawings and watercolors|17th century
Rembrandt Van Rijn|Jan Uytenbogaert, Remonstrant Preacher|Carnegie Museum of Art|prints|1635
Rembrandt Van Rijn|Jan Lutma, Goldsmith|Carnegie Museum of Art|prints|1656
