artist|title|museum|artwork_genre|creation_date
Eugène Delacroix|Hamlet:  Polonius and Hamlet|Cleveland Museum of Art|Print|1834
Eugène Delacroix|Hamlet:  Hamlet and Ophelia|Cleveland Museum of Art|Print|1834
Eugène Delacroix|Hamlet:  Hamlet and Guildenstern|Cleveland Museum of Art|Print|1834
Eugène Delacroix|Hamlet:  Hamlet Commands the Actors to do a Scene from the Poisoning of his Father|Cleveland Museum of Art|Print|1834
Eugène Delacroix|Hamlet:  Hamlet Attempts to Kill the King|Cleveland Museum of Art|Print|1843
Eugène Delacroix|Hamlet:  The Murder of Polonius|Cleveland Museum of Art|Print|1834
Eugène Delacroix|Jewess of Algiers and a Street in Algiers|Cleveland Museum of Art|Print|1838
Eugène Delacroix|Moroccans in the Countryside|Cleveland Museum of Art|Drawing|1832
Eugène Delacroix|Lion Devouring a Horse|Cleveland Museum of Art|Lithographic Stone|1844
Eugène Delacroix|Lion Devouring a Horse|Cleveland Museum of Art|Print|1844
Eugène Delacroix|Sheet with Four Antique Medals|Cleveland Museum of Art|Print|1825
Eugène Delacroix|Sheet with Six Antique Medals|Cleveland Museum of Art|Print|1825
Eugène Delacroix|Sheet with Seven Antique Medals|Cleveland Museum of Art|Print|1825
Eugène Delacroix|Sheet with Nine Antique Medals|Cleveland Museum of Art|Print|1825
Eugène Delacroix|Feuille de douze médailles antiques|Cleveland Museum of Art|Print|1825
Eugène Delacroix|Tiger Sleeping at the Entrance to His Lair|Cleveland Museum of Art|Print|c. 1828–30
Eugène Delacroix|Jewish Woman of Algiers|Cleveland Museum of Art|Print|1833
Eugène Delacroix|Crouching Tiger in the Desert|Cleveland Museum of Art|Print|1846
Eugène Delacroix|The Crayfish of Longchamps|Cleveland Museum of Art|Print|1822
Eugène Delacroix|Fronte-Boeuf and the Jew|Cleveland Museum of Art|Print|1829
Eugène Delacroix|Young Tiger Playing with its Mother|Cleveland Museum of Art|Print|1831
Eugène Delacroix|Muleteers of Tétuan|Cleveland Museum of Art|Print|1833
Eugène Delacroix|Women of Algiers|Cleveland Museum of Art|Print|1833
Eugène Delacroix|The Sister of Duguesclin|Cleveland Museum of Art|Print|1829
Eugène Delacroix|Arabes d'Oran|Cleveland Museum of Art|Print|1833
Eugène Delacroix|Macbeth Consulting the Witches|Cleveland Museum of Art|Print|1825
Eugène Delacroix|Mlle. Alexandrine-Julie de la Boutraye|Cleveland Museum of Art|Painting|c. 1832–34
Eugène Delacroix|Marguerite-Juliette Pierret|Cleveland Museum of Art|Painting|c. 1827
Eugène Delacroix|The Blacksmith|Cleveland Museum of Art|Print|1833
Eugène Delacroix|Duguesclin|Cleveland Museum of Art|Print|1829
Eugène Delacroix|African on Horseback|Cleveland Museum of Art|Print|1823
Eugène Delacroix|The Wild Horse, or Frightened Horse Leaving the Water|Cleveland Museum of Art|Print|1828
Eugène Delacroix|Study of a Woman Seen from the Back|Cleveland Museum of Art|Print|1833
Eugène Delacroix|A Jewish Woman of Algiers|Cleveland Museum of Art|Print|1833
Eugène Delacroix|Sheet of Four Antique Medals|Cleveland Museum of Art|Print|1825
Eugène Delacroix|A Lord in the Time of Francis I |Cleveland Museum of Art|Print|1833
Eugène Delacroix|Sheet of Six Antique Coins |Cleveland Museum of Art|Print|1825
Eugène Delacroix|Study of a Horse|Cleveland Museum of Art|Drawing|c. 1825–30
Eugène Delacroix|A Young Black Woman Fetching Water|Cleveland Museum of Art|Drawing|1832
Edward Hopper|Portrait of Dick Magee|Cleveland Museum of Art|Drawing|1952
Edward Hopper|The Locomotive|Cleveland Museum of Art|Print|1923
Edward Hopper|Night Shadows|Cleveland Museum of Art|Print|1921
Edward Hopper|Night in the Park|Cleveland Museum of Art|Print|1921
Edward Hopper|Hills, South Truro|Cleveland Museum of Art|Painting|1930
Henri Matisse|Tulips|Cleveland Museum of Art|Painting|1914
Henri Matisse|Seated Odalisque in Striped Pantaloons|Cleveland Museum of Art|Drawing|c. 1926–27
Henri Matisse|The Organdie Dress|Cleveland Museum of Art|Print|1922
Henri Matisse|Self-Portrait|Cleveland Museum of Art|Print|1900–1903
Henri Matisse|Face Slightly Bent to the Left|Cleveland Museum of Art|Print|1913
Henri Matisse|The Repose of the Model|Cleveland Museum of Art|Print|1922
Henri Matisse|Seated Nude Woman|Cleveland Museum of Art|Print|1924
Henri Matisse|Reclining Odalisque|Cleveland Museum of Art|Drawing|c. 1923
Henri Matisse|Odalisque|Cleveland Museum of Art|Print|1932
Henri Matisse|Odalisque|Cleveland Museum of Art|Print|1932
Henri Matisse|Odalisque|Cleveland Museum of Art|Print|1932
Henri Matisse|Odalisque|Cleveland Museum of Art|Print|1932
Henri Matisse|Odalisque|Cleveland Museum of Art|Print|1932
Henri Matisse|Odalisque|Cleveland Museum of Art|Plate|1932
Henri Matisse|James Joyce's Ulysses|Cleveland Museum of Art|Print|1935
Henri Matisse|James Joyce's Ulysses: The Calypso Episode|Cleveland Museum of Art|Print|1935
Henri Matisse|Aelous, Cave of the Winds|Cleveland Museum of Art|Print|1935
Henri Matisse|The Cyclops|Cleveland Museum of Art|Print|1935
Henri Matisse|The Episode of Nausicaä|Cleveland Museum of Art|Print|1935
Henri Matisse|James Joyce's Ulysses: The Circe Episode|Cleveland Museum of Art|Print|1935
Henri Matisse|Symbolic Landscape, Ithaca|Cleveland Museum of Art|Print|1935
Henri Matisse|Dancer Reflected in a Mirror|Cleveland Museum of Art|Print|1927
Henri Matisse|Reclining Dancer|Cleveland Museum of Art|Print|1925–26
Henri Matisse|Seated Odalisque in a Tulle Skirt|Cleveland Museum of Art|Print|1924
Henri Matisse|Young Girl in Flowered Dress with Organdy Collar|Cleveland Museum of Art|Print|1923
Henri Matisse|Seated Woman|Cleveland Museum of Art|Drawing|c. 1919
Henri Matisse|Nice - Travail et Joie|Cleveland Museum of Art|Print|1947
Henri Matisse|Poster for an exhibition at the Maison de la pensée française|Cleveland Museum of Art|Print|1950
Henri Matisse|Yellow Dress with Black Ribbon|Cleveland Museum of Art|Print|1922
Henri Matisse|Two Women|Cleveland Museum of Art|Sculpture|c. 1908
Henri Matisse|Dancer on a Stool|Cleveland Museum of Art|Print|1927
Henri Matisse|The Model's Repose|Cleveland Museum of Art|Print|1922
Henri Matisse|A Girl Reading|Cleveland Museum of Art|Print|1923
Henri Matisse|Torso with Crossed Arms|Cleveland Museum of Art|Print|1906
Henri Matisse|Jean Massia|Cleveland Museum of Art|Print|1914
Henri Matisse|The Windshield, On the Road to Villacoublay|Cleveland Museum of Art|Painting|1917
Henri Matisse|Young Hindu Woman|Cleveland Museum of Art|Print|1929
Henri Matisse|Hindu Woman in a Tulle Skirt|Cleveland Museum of Art|Print|1929
Henri Matisse|Profile|Cleveland Museum of Art|Print|c. 1940
Henri Matisse|Nude with Bracelet|Cleveland Museum of Art|Print|c. 1940
Henri Matisse|Irene Vignier|Cleveland Museum of Art|Print|1914
Henri Matisse|Girl with a Fishbowl|Cleveland Museum of Art|Print|1929
Henri Matisse|Face|Cleveland Museum of Art|Print|1950–51
Henri Matisse|Teeny|Cleveland Museum of Art|Bound Volume|1938
Henri Matisse|The Large Woodcut|Cleveland Museum of Art|Print|1906
Henri Matisse|Portrait of Claude D|Cleveland Museum of Art|Print|1946
Albrecht Dürer|Apocalypse: The Adoration of the Lamb—The Hymn of the Chosen|Cleveland Museum of Art|Print|c. 1496–97, printed 1511
Albrecht Dürer|Man of Sorrows by the Column|Cleveland Museum of Art|Print|1509
Albrecht Dürer|Christ on the Mount of Olives|Cleveland Museum of Art|Print|1508
Albrecht Dürer|The Betrayal of Christ by Judas|Cleveland Museum of Art|Print|1508
Albrecht Dürer|Christ before Caiaphas|Cleveland Museum of Art|Print|1512
Albrecht Dürer|Christ Taken before Pilate|Cleveland Museum of Art|Print|1512
Albrecht Dürer|The Flagellation|Cleveland Museum of Art|Print|1512
Albrecht Dürer|Christ Crowned with Thorns|Cleveland Museum of Art|Print|1512
Albrecht Dürer|Ecce Homo|Cleveland Museum of Art|Print|1515
Albrecht Dürer|Pilate Washing His Hands|Cleveland Museum of Art|Print|1512
Albrecht Dürer|Christ Carrying the Cross|Cleveland Museum of Art|Print|1512
Albrecht Dürer|The Crucifixion|Cleveland Museum of Art|Print|1511
Albrecht Dürer|The Lamentation|Cleveland Museum of Art|Print|1504
Albrecht Dürer|The Entombment|Cleveland Museum of Art|Print|1512
Albrecht Dürer|Christ in Limbo|Cleveland Museum of Art|Print|1512
Albrecht Dürer|The Resurrection|Cleveland Museum of Art|Print|1512
Albrecht Dürer|Peter and John Healing the Cripple at the Gate of the Temple|Cleveland Museum of Art|Print|1512
Albrecht Dürer|St. George Killing the Dragon|Cleveland Museum of Art|Print|1500s
Albrecht Dürer|The Crucifixion|Cleveland Museum of Art|Print|1497–98
Albrecht Dürer|Life of the Virgin:  Rejection of Joachim's Sacrifice|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  Joachim and the Angel|Cleveland Museum of Art|Print|c. 1504
Albrecht Dürer|Life of the Virgin:  Joachim and Anna Embracing under the Golden Gate|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  Nativity of the Virgin|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  Presentation of the Young Virgin in the Temple|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  Marriage of the Virgin and St. Joseph|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  The Annunciation|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  The Visitation|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  The Nativity|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  The Circumcision|Cleveland Museum of Art|Print|1504–5
Albrecht Dürer|Life of the Virgin:  Adoration of the Magi|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  Presentation of Jesus in the Temple|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  Flight into Egypt|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  The Rest in Egypt|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  Christ Among the Doctors|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  Christ Taking Leave of His Mother|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  The Death of the Virgin|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  Assumption of the Virgin|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  Adoration of the Virgin and Child by Saints and Angels|Cleveland Museum of Art|Print|1504–1505
Albrecht Dürer|Life of the Virgin:  Title Page|Cleveland Museum of Art|Print|1511
Albrecht Dürer|The Congress of Princes at Vienna|Cleveland Museum of Art|Print|1512–15
Albrecht Dürer|The Last Supper|Cleveland Museum of Art|Print|1523
Albrecht Dürer|Descent from the Cross|Cleveland Museum of Art|Print|1501
Albrecht Dürer|Samson Killing the Lion|Cleveland Museum of Art|Print|c. 1492–98
Albrecht Dürer|Holy Family with the Three Hares|Cleveland Museum of Art|Print|1497–98
Albrecht Dürer|The Crucifixion|Cleveland Museum of Art|Print|c. 1518
Albrecht Dürer|Revelation of St. John|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: Title Page to the Apocalypse|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: The Four Destroying Angels|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: St. John Devouring the Books|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: The Woman Clothed with the Sun|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: St. Michael fighting the Dragon|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: Angel with the Key of the Bottomless Pit|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: Beast with Ram's Horns|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: The Woman of Babylon|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: Martyrdom of St. John|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: St. John Beholding the Seven Candlesticks|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: St. John before the Throne|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: The Four Horsemen|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: Opening of the Sixth Seal|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: Four Angels Holding up the Winds|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: The Adoration of the Lamb|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Revelation of St. John: Seven Angels with Trumpets|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Third Knot|Cleveland Museum of Art|Print|c. 1506–7
Albrecht Dürer|Fourth Knot|Cleveland Museum of Art|Print|c. 1506–7
Albrecht Dürer|Christ on the Cross|Cleveland Museum of Art|Print|1523
Albrecht Dürer|The Eight Saints of Austria|Cleveland Museum of Art|Print|c. 1515
Albrecht Dürer|Ptolemaeus mit dem Himmelsglobus|Cleveland Museum of Art|Print|1504
Albrecht Dürer|Siege of a Fortress|Cleveland Museum of Art|Print|1527
Albrecht Dürer|Siege of a Fortress:  Right Portion|Cleveland Museum of Art|Print|1527
Albrecht Dürer|Siege of a Fortress:  Left Portion|Cleveland Museum of Art|Print|1527
Albrecht Dürer|Samson and the Lion|Cleveland Museum of Art|Print|c. 1497–98
Albrecht Dürer|The Martyrdom of St. Catherine|Cleveland Museum of Art|Print|c. 1497–99
Albrecht Dürer|St. Christopher Crossing the Stream|Cleveland Museum of Art|Print|1528
Albrecht Dürer|St. Jerome Seated near a Pollard Willow|Cleveland Museum of Art|Print|1512
Albrecht Dürer|The Holy Family with the Butterfly|Cleveland Museum of Art|Print|c. 1495
Albrecht Dürer|The Holy Trinity|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Hercules|Cleveland Museum of Art|Print|c. 1496–97
Albrecht Dürer|The Great Passion:  Title Page - Christ,  Man of Sorrows|Cleveland Museum of Art|Print|c. 1497–1510
Albrecht Dürer|The Large Passion:  The Last Supper|Cleveland Museum of Art|Print|1510
Albrecht Dürer|The Large Passion: Christ on the Mount of Olives|Cleveland Museum of Art|Print|c. 1497–1500
Albrecht Dürer|The Large Passion:  The Betrayal of Christ|Cleveland Museum of Art|Print|1510
Albrecht Dürer|The Great Passion:  The Flagellation|Cleveland Museum of Art|Print|c. 1497–1510
Albrecht Dürer|The Great Passion:  Christ Shown to the People|Cleveland Museum of Art|Print|c. 1497–1510
Albrecht Dürer|The Great Passion:  Christ Bearing the Cross|Cleveland Museum of Art|Print|c. 1497–1510
Albrecht Dürer|The Large Passion:  The Crucifixion|Cleveland Museum of Art|Print|c. 1497–1500
Albrecht Dürer|The Great Passion:  The Deposition|Cleveland Museum of Art|Print|c. 1497–1510
Albrecht Dürer|The Great Passion:  The Lamentation of Christ|Cleveland Museum of Art|Print|c. 1497–1510
Albrecht Dürer|The Resurrection|Cleveland Museum of Art|Print|1510
Albrecht Dürer|Melencolia I|Cleveland Museum of Art|Print|1514
Albrecht Dürer|Saints Stephen, Sixtus and Laurence|Cleveland Museum of Art|Print|c. 1504–5
Albrecht Dürer|The Martyrdom of Saint Catherine of Alexandria|Cleveland Museum of Art|Print|c. 1497
Albrecht Dürer|The Four Horsemen, from The Apocalypse|Cleveland Museum of Art|Print|c. 1498
Albrecht Dürer|The Virgin with a Starry Crown|Cleveland Museum of Art|Print|1508
Albrecht Dürer|The Virgin and Child on a Grassy Bench|Cleveland Museum of Art|Print|1503
Albrecht Dürer|St. George on Foot|Cleveland Museum of Art|Print|c. 1504–5
Albrecht Dürer|The Penance of St. John Chrysostom|Cleveland Museum of Art|Print|c. 1497
Albrecht Dürer|The Sea Monster|Cleveland Museum of Art|Print|c. 1501
Albrecht Dürer|The Dream of the Doctor|Cleveland Museum of Art|Print|c. 1500
Albrecht Dürer|Son of Righteousness|Cleveland Museum of Art|Print|c. 1500
Albrecht Dürer|The Lady Riding and the Landsknecht|Cleveland Museum of Art|Print|c. 1497
Albrecht Dürer|St. Jerome in His Cell|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Group of Five Figures|Cleveland Museum of Art|Print|c. 1515–16
Albrecht Dürer|Cardinal Albrecht of Brandenburg - The Small Plate|Cleveland Museum of Art|Print|1519
Albrecht Dürer|Cardinal Albrecht of Brandenburg - The Large Plate|Cleveland Museum of Art|Print|1523
Albrecht Dürer|Willibald Pirkheimer|Cleveland Museum of Art|Print|1524
Albrecht Dürer|Desiderius Erasmus of Rotterdam|Cleveland Museum of Art|Print|1526
Albrecht Dürer|Frederick the Wise, Elector of Saxony|Cleveland Museum of Art|Print|1524
Albrecht Dürer|The Prodigal Son|Cleveland Museum of Art|Print|c. 1497
Albrecht Dürer|The Ecstasy of Mary Magdalene|Cleveland Museum of Art|Print|1501–4
Albrecht Dürer|The Nativity|Cleveland Museum of Art|Print|1504
Albrecht Dürer|Nemesis|Cleveland Museum of Art|Print|c. 1501–02
Albrecht Dürer|Christ on the Mount of Olives|Cleveland Museum of Art|Print|1515
Albrecht Dürer|Philipp of Melanchthon|Cleveland Museum of Art|Print|1526
Albrecht Dürer|Adam and Eve|Cleveland Museum of Art|Print|1504
Albrecht Dürer|The Visit of St. Anthony to St. Paul the Hermit|Cleveland Museum of Art|Print|c. 1504
Albrecht Dürer|The Virgin Surrounded by Many Angels|Cleveland Museum of Art|Print|1518
Albrecht Dürer|The Great Triumphal Car of Emperor Maximilian|Cleveland Museum of Art|Print|1523
Albrecht Dürer|The Great Triumphal Car of Emperor Maximilian|Cleveland Museum of Art|Print|1523
Albrecht Dürer|The Great Triumphal Car of Emperor Maximilian|Cleveland Museum of Art|Print|1523
Albrecht Dürer|The Great Triumphal Car of Emperor Maximilian|Cleveland Museum of Art|Print|1523
Albrecht Dürer|The Great Triumphal Car of Emperor Maximilian|Cleveland Museum of Art|Print|1523
Albrecht Dürer|The Great Triumphal Car of Emperor Maximilian|Cleveland Museum of Art|Print|1523
Albrecht Dürer|The Great Triumphal Car of Emperor Maximilian|Cleveland Museum of Art|Print|1523
Albrecht Dürer|The Great Triumphal Car of Emperor Maximilian|Cleveland Museum of Art|Print|c. 1523
Albrecht Dürer|The Great Triumphal Car of Emperor Maximilian|Cleveland Museum of Art|Print|1523
Albrecht Dürer|The Coat of Arms with a Lion and Cock|Cleveland Museum of Art|Print|probably 1503
Albrecht Dürer|The Cook and His Wife|Cleveland Museum of Art|Print|probably 1497
Albrecht Dürer|The Life of the Virgin: Joachim and the Angel|Cleveland Museum of Art|Print|c. 1504
Albrecht Dürer|Samson Killing the Lion|Cleveland Museum of Art|Print|c. 1496–97
Albrecht Dürer|St. Christopher with the Birds|Cleveland Museum of Art|Print|c. 1501–4
Albrecht Dürer|St. Jerome in a Cave|Cleveland Museum of Art|Print|1512
Albrecht Dürer|The Cook and His Wife|Cleveland Museum of Art|Print|probably 1497
Albrecht Dürer|The Adoration of the Magi|Cleveland Museum of Art|Print|1511
Albrecht Dürer|Five Soldiers and a Turk on Horseback|Cleveland Museum of Art|Print|probably 1496
Albrecht Dürer|Cardinal Albrecht of Brandenburg - the Large Plate|Cleveland Museum of Art|Print|1523
Albrecht Dürer|The Small Passion:  Pilate Washing His Hands|Cleveland Museum of Art|Print|1509–1511
Albrecht Dürer|The Virgin Crowned by Two Angels|Cleveland Museum of Art|Print|1518
Albrecht Dürer|Ascension of Christ|Cleveland Museum of Art|Drawing|c. 1515
Albrecht Dürer|The Dead Christ|Cleveland Museum of Art|Drawing|1505
Albrecht Dürer|The Promenade|Cleveland Museum of Art|Print|c. 1497
Albrecht Dürer|Coat of Arms with a Skull|Cleveland Museum of Art|Print|1503
Albrecht Dürer|The Penance of St. John Chrysostom|Cleveland Museum of Art|Print|c. 1494–98
Albrecht Dürer|The Prodigal Son|Cleveland Museum of Art|Print|c. 1496
Albrecht Dürer|The Little Fortune|Cleveland Museum of Art|Print|c. 1497
Albrecht Dürer|The Man of Sorrows Standing, with Hands Raised|Cleveland Museum of Art|Print|c. 1500
Albrecht Dürer|The Burgundian Standard Bearer|Cleveland Museum of Art|Print|c. 1500
Albrecht Dürer|Saint Eustace|Cleveland Museum of Art|Print|c. 1501
Albrecht Dürer|The Nativity|Cleveland Museum of Art|Print|1504
Albrecht Dürer|Adam and Eve|Cleveland Museum of Art|Print|1504
Albrecht Dürer|The Small Horse|Cleveland Museum of Art|Print|1505
Albrecht Dürer|The Large Horse|Cleveland Museum of Art|Print|1505
Albrecht Dürer|The Crucifixion|Cleveland Museum of Art|Print|1508
Albrecht Dürer|The Virgin with Hairband on a Crescent Moon|Cleveland Museum of Art|Print|1508
Albrecht Dürer|The Peasants at Market|Cleveland Museum of Art|Print|1519
Albrecht Dürer|St. Anthony Reading|Cleveland Museum of Art|Print|1519
Albrecht Dürer|St. Christopher, Facing to the Left|Cleveland Museum of Art|Print|1521
Albrecht Dürer|St. Christopher, Facing Right|Cleveland Museum of Art|Print|c. 1496
Albrecht Dürer|The Satyr Family|Cleveland Museum of Art|Print|1505
Albrecht Dürer|The Large Passion:  Christ Descending into Limbo|Cleveland Museum of Art|Print|1510
Albrecht Dürer|The Beast with Seven Heads and the Beast with Lamb's Horns|Cleveland Museum of Art|Print|c. 1496–98
Albrecht Dürer|The Virgin and Child with the Pear|Cleveland Museum of Art|Print|1511
Albrecht Dürer|The Life of the Virgin|Cleveland Museum of Art|Print|c. 1510–11
Albrecht Dürer|The Virgin on a Crescent|Cleveland Museum of Art|Print|c. 1510–11
Albrecht Dürer|The Nativity|Cleveland Museum of Art|Print|c. 1502–3
Albrecht Dürer|The Circumcision|Cleveland Museum of Art|Print|c. 1504–1505
Albrecht Dürer|The Adoration of the Magi|Cleveland Museum of Art|Print|c. 1501–1503
Albrecht Dürer|The Presentation of Christ in the Temple|Cleveland Museum of Art|Print|c. 1504–1505
Albrecht Dürer|The Flight into Egypt|Cleveland Museum of Art|Print|c. 1503–1505
Albrecht Dürer|The Repose in Egypt|Cleveland Museum of Art|Print|c. 1501–1502
Albrecht Dürer|Christ Disputing with Doctors|Cleveland Museum of Art|Print|c. 1503–1504
Albrecht Dürer|Christ Taking Leave of His Mother|Cleveland Museum of Art|Print|c. 1504–1505
Albrecht Dürer|The Death of the Virgin|Cleveland Museum of Art|Print|1510
Albrecht Dürer|The Assumption and Coronation of the Virgin|Cleveland Museum of Art|Print|1510
Albrecht Dürer|Joachim's Offering Rejected by the High Priest|Cleveland Museum of Art|Print|c. 1504–1505
Albrecht Dürer|The Virgin and Child Surrounded by Saints and Angels|Cleveland Museum of Art|Print|c. 1500–1502
Albrecht Dürer|Joachim and the Angel|Cleveland Museum of Art|Print|c. 1504
Albrecht Dürer|The Meeting of Joachim and Anna at the Golden Gate|Cleveland Museum of Art|Print| 1504
Albrecht Dürer|The Birth of the Virgin|Cleveland Museum of Art|Print|c. 1503–1504
Albrecht Dürer|The Presentation of the Virgin in the Temple|Cleveland Museum of Art|Print|c. 1502–1503
Albrecht Dürer|The Betrothal of the Virgin|Cleveland Museum of Art|Print|c. 1504–1505
Albrecht Dürer|The Annunciation|Cleveland Museum of Art|Print|c. 1503–1505
Albrecht Dürer|The Visitation|Cleveland Museum of Art|Print|c. 1504
Albrecht Dürer|The Small Passion:  The Nativity|Cleveland Museum of Art|Print|c. 1509–10
Albrecht Dürer|The Small Passion:  Christ Taking Leave of the Virgin|Cleveland Museum of Art|Print|c. 1509–10
Albrecht Dürer|The Small Passion:  The Last Supper|Cleveland Museum of Art|Print|c. 1509–10
Albrecht Dürer|The Small Passion:  Christ Washing St. Peter's Feet|Cleveland Museum of Art|Print|c. 1509–10
